id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price
15838,Kalyani Nagar,2644,2,2,2009,1,6118589
15841,Kalyani Nagar,2942,3,3,2013,0,8143332
15842,Viman Nagar,1583,2,1,2017,1,13208140
15844,Viman Nagar,2967,4,3,2006,1,2838391
15845,Pimpri-Chinchwad,1922,4,1,1985,1,4028641
15846,Kalyani Nagar,1493,2,3,2013,0,3042046
15847,Kalyani Nagar,2070,4,2,2011,1,3399783
15849,Kalyani Nagar,977,1,1,2019,1,9154983
15850,Pimpri-Chinchwad,2108,4,2,2008,0,10836773
15851,Kalyani Nagar,1010,3,2,2005,0,13419353
15853,Viman Nagar,1567,2,2,2011,1,11211746
15854,Pimpri-Chinchwad,3294,4,2,1987,0,8463463
15855,Pimpri-Chinchwad,2995,5,2,1989,1,9979061
15856,Viman Nagar,1261,3,2,1992,0,6369304
15857,Viman Nagar,2866,2,1,1994,1,13962055
15858,Pimpri-Chinchwad,3366,2,2,1987,1,5554539
15859,Viman Nagar,1082,2,3,1986,0,14465658
15861,Viman Nagar,3456,1,2,2009,1,7596586
15865,Viman Nagar,1923,1,3,2019,0,8599567
15867,Kalyani Nagar,863,3,2,1984,1,14756485
15868,Viman Nagar,2074,5,3,2010,1,4377345
15870,Viman Nagar,1408,4,3,1999,0,3593720
15871,Pimpri-Chinchwad,1976,5,3,1997,0,13728884
15872,Pimpri-Chinchwad,1653,5,3,2020,0,11390941
15874,Pimpri-Chinchwad,1659,3,1,2020,0,6051113
15879,Pimpri-Chinchwad,1536,3,1,1995,0,8563133
15880,Pimpri-Chinchwad,1481,2,2,2021,1,14805218
15882,Pimpri-Chinchwad,3250,1,1,1983,0,14997426
15883,Pimpri-Chinchwad,1826,5,1,2005,0,9838266
15884,Pimpri-Chinchwad,3186,3,1,2021,0,3664802
15885,Viman Nagar,1710,4,1,2012,1,14087524
15887,Kalyani Nagar,1624,5,2,1997,0,13870861
15890,Pimpri-Chinchwad,910,4,3,1991,1,8012928
15891,Pimpri-Chinchwad,3061,5,1,1981,0,5284987
15892,Kalyani Nagar,3478,1,1,1992,1,2520784
15894,Viman Nagar,3059,2,1,2009,1,5214559
15896,Viman Nagar,2306,3,2,1998,1,5069253
15898,Kalyani Nagar,2836,2,2,2014,1,13224561
15900,Kalyani Nagar,3369,2,2,1986,1,11725329
15901,Viman Nagar,3136,3,3,1983,0,7711150
15902,Viman Nagar,1526,2,1,1994,1,12935947
15905,Pimpri-Chinchwad,2627,5,2,2014,1,14250190
15906,Kalyani Nagar,1526,3,1,2023,1,11536841
15907,Pimpri-Chinchwad,2795,1,3,1992,0,3808474
15911,Viman Nagar,2231,4,2,2004,0,13954062
15914,Pimpri-Chinchwad,2738,5,3,2005,1,10536477
15915,Pimpri-Chinchwad,2272,3,1,1983,1,10804118
15918,Pimpri-Chinchwad,1100,1,1,1999,1,12769216
15920,Viman Nagar,1098,5,2,1984,0,10695442
15921,Pimpri-Chinchwad,2438,5,2,2016,0,10911076
15923,Kalyani Nagar,2360,5,3,1993,1,8402460
15924,Pimpri-Chinchwad,2432,5,3,1994,1,6287088
15925,Kalyani Nagar,2625,1,1,2000,1,9540635
15926,Pimpri-Chinchwad,941,1,2,2014,1,14863994
15927,Pimpri-Chinchwad,2703,1,3,1994,0,10050693
15928,Kalyani Nagar,3099,1,3,2018,1,12461789
15934,Viman Nagar,1676,1,2,1992,0,10420778
15938,Viman Nagar,2369,5,3,2005,1,4304342
15939,Pimpri-Chinchwad,1408,3,3,1984,1,4468282
15940,Kalyani Nagar,869,3,1,2002,1,4284774
15941,Kalyani Nagar,2676,5,2,2016,1,12602360
15942,Viman Nagar,2200,2,3,2002,1,6988113
15944,Kalyani Nagar,1498,2,2,2001,0,8956057
15945,Viman Nagar,1915,1,3,1998,1,3199767
15947,Kalyani Nagar,3176,2,3,1984,0,14510084
15950,Kalyani Nagar,1110,1,1,2002,1,8774276
15951,Viman Nagar,1519,4,2,2004,1,5363958
15952,Pimpri-Chinchwad,1650,3,3,1994,0,12604134
15953,Kalyani Nagar,1087,5,2,2000,0,2283047
15954,Kalyani Nagar,2603,1,3,2022,1,13634732
15955,Kalyani Nagar,915,1,1,2022,1,3044458
15956,Kalyani Nagar,2249,2,3,2020,0,12118182
15957,Viman Nagar,2528,2,1,2003,1,2562989
15958,Viman Nagar,1486,4,1,2007,0,4552948
15959,Pimpri-Chinchwad,1426,1,2,2016,1,5659875
15960,Viman Nagar,1738,2,3,1990,0,2836427
15961,Viman Nagar,2838,5,1,2007,0,11035371
15965,Pimpri-Chinchwad,2604,5,3,1992,1,6004078
15967,Pimpri-Chinchwad,1185,3,3,1996,1,4130978
15968,Pimpri-Chinchwad,2325,1,3,2018,0,7577742
15969,Kalyani Nagar,2462,5,2,1996,1,9919947
15970,Pimpri-Chinchwad,3039,4,2,1986,0,3957308
15971,Kalyani Nagar,1607,4,3,1996,1,3831851
15975,Kalyani Nagar,3050,3,3,1998,1,10661310
15976,Kalyani Nagar,1790,4,3,1998,1,4508164
15978,Kalyani Nagar,994,1,2,1996,1,5779289
15979,Viman Nagar,1493,3,1,2016,1,14145030
15980,Viman Nagar,881,1,3,1998,1,3244512
15981,Kalyani Nagar,3252,2,3,2017,0,12309214
15982,Kalyani Nagar,1642,3,3,2009,0,4329350
15985,Pimpri-Chinchwad,1900,3,2,2008,0,14345602
15986,Pimpri-Chinchwad,3419,2,3,2010,0,4624118
15987,Pimpri-Chinchwad,3426,4,2,1986,0,2531342
15989,Viman Nagar,2937,4,3,2022,0,14763375
15991,Kalyani Nagar,2222,1,1,1984,0,13829892
15993,Kalyani Nagar,3035,2,3,1995,0,7969760
15994,Kalyani Nagar,1772,5,3,1999,0,11715718
15996,Kalyani Nagar,2865,2,3,2017,1,5295624
15997,Pimpri-Chinchwad,2031,4,2,2020,1,7661448
15999,Kalyani Nagar,1657,1,2,1996,1,5162943
16000,Pimpri-Chinchwad,2400,1,1,2008,1,8485745
16001,Pimpri-Chinchwad,3071,3,1,1984,0,9164021
16002,Viman Nagar,1548,1,3,1998,0,8447855
16003,Pimpri-Chinchwad,1760,4,3,1998,0,7469199
16008,Kalyani Nagar,1452,5,2,1984,1,9419870
16009,Kalyani Nagar,2296,4,1,1993,1,14223010
16011,Pimpri-Chinchwad,1456,1,2,1981,0,10713443
16012,Kalyani Nagar,1430,1,3,2014,1,7923973
16013,Pimpri-Chinchwad,2756,2,1,1998,0,9278744
16014,Pimpri-Chinchwad,2813,4,3,2004,0,7317994
16015,Kalyani Nagar,1776,1,3,2002,0,6338932
16016,Kalyani Nagar,2473,4,3,2017,0,10481779
16018,Viman Nagar,1537,2,1,1995,0,10957892
16020,Kalyani Nagar,1894,1,1,1998,1,11209201
16021,Kalyani Nagar,1862,5,1,2022,0,11501395
16022,Pimpri-Chinchwad,858,5,3,1983,1,3242314
16023,Viman Nagar,1512,4,3,1985,1,6515913
16024,Kalyani Nagar,832,5,2,1994,1,10247203
16025,Viman Nagar,2358,1,2,1987,0,2187710
16027,Pimpri-Chinchwad,895,1,1,1992,1,8074743
16030,Viman Nagar,1995,2,2,1991,0,5647125
16031,Viman Nagar,1785,4,3,2006,0,6700549
16033,Viman Nagar,2058,2,1,1996,0,4426355
16036,Viman Nagar,950,4,3,1991,0,9179983
16037,Viman Nagar,1892,1,2,1989,0,9172722
16039,Viman Nagar,833,5,3,1986,0,13162073
16040,Kalyani Nagar,1463,5,3,1982,1,11720350
16041,Pimpri-Chinchwad,3257,2,2,1985,0,8154416
16042,Kalyani Nagar,2407,5,3,1985,1,4102247
16043,Viman Nagar,2855,4,3,1981,1,5054207
16044,Viman Nagar,3449,4,3,1986,0,6249887
16045,Pimpri-Chinchwad,1491,1,2,2023,0,12318463
16046,Viman Nagar,2763,5,1,2012,1,2227319
16047,Pimpri-Chinchwad,3194,1,2,2009,1,8374063
16049,Pimpri-Chinchwad,1137,5,2,2000,1,2478634
16050,Pimpri-Chinchwad,927,3,1,1994,0,4507724
16051,Kalyani Nagar,1720,3,1,1995,1,14858170
16052,Viman Nagar,1252,2,2,2008,0,9565129
16055,Pimpri-Chinchwad,1662,1,2,2019,0,5477577
16057,Viman Nagar,1166,3,3,2005,0,2232957
16058,Pimpri-Chinchwad,1864,1,2,2007,0,13610656
16060,Kalyani Nagar,3122,2,3,1982,0,3070079
16062,Kalyani Nagar,2652,3,2,1987,1,7548114
16064,Viman Nagar,2465,5,3,2003,0,4147125
16066,Pimpri-Chinchwad,1282,4,1,1997,1,13457844
16067,Viman Nagar,3094,3,1,1983,0,12256186
16069,Pimpri-Chinchwad,2864,2,1,2011,0,9622341
16070,Pimpri-Chinchwad,988,3,3,1981,0,6696385
16071,Pimpri-Chinchwad,886,1,1,1987,1,8456052
16072,Pimpri-Chinchwad,3146,2,1,2015,0,9978023
16075,Kalyani Nagar,994,2,2,1983,1,8005980
16076,Kalyani Nagar,2625,4,1,2019,0,13032888
16077,Kalyani Nagar,1015,4,1,1988,1,8447661
16079,Pimpri-Chinchwad,993,5,3,1991,0,9131521
16080,Pimpri-Chinchwad,3315,1,3,2008,1,3959906
16081,Viman Nagar,2407,2,2,2012,0,4373720
16082,Kalyani Nagar,2331,4,2,1990,1,14091859
16083,Kalyani Nagar,2570,4,1,2009,1,14732237
16084,Pimpri-Chinchwad,2747,5,3,2020,1,12718956
16085,Kalyani Nagar,2651,2,2,2021,1,2822388
16086,Pimpri-Chinchwad,981,3,3,2009,0,12400209
16087,Pimpri-Chinchwad,2676,4,3,1987,1,6985419
16088,Pimpri-Chinchwad,3283,2,1,1987,1,8987674
16094,Viman Nagar,1093,5,1,1990,1,11349360
16095,Viman Nagar,2662,5,3,2011,1,12408570
16096,Pimpri-Chinchwad,803,4,2,2003,1,7478456
16097,Kalyani Nagar,2128,4,2,2003,0,11964741
16099,Viman Nagar,952,2,3,1985,1,5114938
16100,Viman Nagar,1887,4,1,2010,1,14473851
16104,Viman Nagar,2899,4,2,1993,0,14129117
16107,Viman Nagar,1681,2,3,2009,0,3144612
16115,Pimpri-Chinchwad,2051,2,2,1998,0,14383705
16117,Pimpri-Chinchwad,981,3,2,1994,0,12616016
16121,Viman Nagar,2574,3,2,2013,1,8742141
16122,Viman Nagar,2835,1,2,2002,0,10564531
16123,Pimpri-Chinchwad,2773,3,1,1988,0,7525013
16125,Viman Nagar,1885,4,2,1995,0,7082830
16128,Viman Nagar,1054,5,2,1987,0,12553764
16129,Pimpri-Chinchwad,2147,1,1,2019,0,4175689
16130,Viman Nagar,1654,5,3,1993,1,13083710
16132,Kalyani Nagar,1135,1,3,1992,1,11276543
16133,Kalyani Nagar,2504,2,2,1999,1,4914800
16136,Viman Nagar,1113,4,2,2016,0,13168615
16137,Kalyani Nagar,2986,2,3,2011,1,3790412
16142,Viman Nagar,2114,5,2,1991,1,9771291
16144,Viman Nagar,3275,4,3,2001,1,13235675
16150,Pimpri-Chinchwad,2025,5,1,1983,0,7655442
16151,Pimpri-Chinchwad,1724,1,2,2013,0,3158410
16152,Viman Nagar,2130,1,2,2010,1,10663089
16153,Pimpri-Chinchwad,1166,1,1,1996,1,13205018
16154,Pimpri-Chinchwad,1175,3,3,1993,1,6548333
16155,Kalyani Nagar,2456,2,2,1991,1,8773464
16156,Kalyani Nagar,3004,1,2,2018,0,2145882
16157,Kalyani Nagar,3180,3,2,1990,1,10417512
16158,Kalyani Nagar,2112,1,3,2022,1,10109938
16160,Viman Nagar,1568,2,2,2010,1,14493115
16161,Viman Nagar,1886,5,2,2013,1,3671756
16162,Pimpri-Chinchwad,3336,2,1,1989,0,8847656
16163,Viman Nagar,3481,4,2,2001,0,4954797
16164,Pimpri-Chinchwad,3441,1,1,1995,0,6045351
16165,Viman Nagar,823,2,3,2016,1,9307147
16168,Viman Nagar,1538,4,2,1992,1,9202863
16170,Pimpri-Chinchwad,2381,1,1,2014,0,10460077
16171,Viman Nagar,1168,4,2,2018,0,10692946
16172,Pimpri-Chinchwad,2690,1,3,2015,0,9833768
16173,Kalyani Nagar,2473,5,3,1998,1,12153162
16174,Viman Nagar,1137,4,2,2013,0,3648192
16176,Kalyani Nagar,2884,5,3,2003,1,4501964
16177,Viman Nagar,887,1,3,2019,1,10670653
16179,Viman Nagar,1472,2,3,1999,1,5998814
16182,Viman Nagar,972,4,3,2017,0,13119976
16183,Viman Nagar,1454,2,2,2016,1,12615282
16185,Pimpri-Chinchwad,1478,3,1,2017,1,13103567
16186,Kalyani Nagar,1855,1,2,1991,1,7864917
16188,Viman Nagar,3207,2,1,1989,1,4170382
16189,Kalyani Nagar,2221,1,3,2001,1,6868220
16190,Kalyani Nagar,2377,1,2,1993,1,8988083
16191,Pimpri-Chinchwad,1161,5,2,2004,1,11714913
16192,Kalyani Nagar,2366,1,1,2002,1,11106675
16193,Viman Nagar,2865,3,2,1997,1,6927750
16194,Kalyani Nagar,1847,4,2,2014,0,10025498
16195,Viman Nagar,1583,3,1,2005,1,10479152
16196,Viman Nagar,2986,3,2,2023,1,3808515
16198,Pimpri-Chinchwad,850,1,2,1998,1,8483505
16202,Viman Nagar,1562,1,2,1997,1,3469966
16204,Kalyani Nagar,993,3,3,1992,1,10145493
16205,Kalyani Nagar,2315,5,3,1982,1,8851363
16207,Viman Nagar,1687,1,3,1984,1,12677486
16209,Pimpri-Chinchwad,1388,4,2,2001,0,2336342
16210,Kalyani Nagar,1929,4,2,2022,0,5662434
16214,Kalyani Nagar,2453,1,3,2019,1,12548350
16215,Viman Nagar,803,4,1,2013,1,4491966
16216,Kalyani Nagar,3279,3,3,1988,0,3977147
16217,Kalyani Nagar,1484,5,1,1999,0,2411363
16219,Kalyani Nagar,2343,4,1,2021,1,8849344
16221,Viman Nagar,875,1,3,1991,1,9978972
16222,Pimpri-Chinchwad,1841,1,2,1992,0,8024919
16225,Pimpri-Chinchwad,1384,2,3,2023,0,11445367
16226,Viman Nagar,2064,2,1,1981,1,11693575
16227,Pimpri-Chinchwad,3403,1,2,2013,0,11935650
16229,Viman Nagar,2427,3,2,2009,0,4818655
16233,Viman Nagar,2164,4,3,2016,1,8401822
16234,Viman Nagar,1329,1,3,1987,0,8871399
16235,Pimpri-Chinchwad,2431,4,3,2004,1,8100865
16237,Pimpri-Chinchwad,2897,3,2,1994,1,9997925
16238,Pimpri-Chinchwad,1693,5,2,2023,1,13278976
16240,Viman Nagar,2830,3,1,1988,0,11627005
16243,Pimpri-Chinchwad,1828,5,3,2021,0,7829601
16245,Viman Nagar,2584,3,1,1991,1,10407009
16246,Viman Nagar,924,1,2,2008,0,14555282
16247,Kalyani Nagar,3005,5,3,1993,1,12027139
16251,Pimpri-Chinchwad,2204,4,2,2002,1,11498652
16252,Viman Nagar,2228,3,1,1988,0,7410496
16253,Viman Nagar,2227,5,2,2013,0,10528556
16257,Pimpri-Chinchwad,3344,4,2,2019,0,9391094
16258,Pimpri-Chinchwad,3059,5,1,2015,0,4199947
16262,Kalyani Nagar,2046,1,2,2002,0,11569023
16263,Pimpri-Chinchwad,1012,3,2,2006,0,7241422
16264,Viman Nagar,1914,1,2,1985,1,10114852
16265,Kalyani Nagar,1118,1,1,1982,1,9753919
16266,Viman Nagar,825,3,1,1989,1,14656564
16267,Kalyani Nagar,3142,1,1,2022,0,5081509
16270,Pimpri-Chinchwad,1010,3,1,1983,0,9071725
16271,Viman Nagar,1927,4,3,1990,0,7508047
16272,Kalyani Nagar,2444,3,1,2007,1,12622036
16275,Pimpri-Chinchwad,1870,4,1,2019,1,4661587
16276,Viman Nagar,2217,1,2,1989,1,3132541
16278,Pimpri-Chinchwad,1965,4,1,1994,1,7946998
16279,Pimpri-Chinchwad,1686,5,3,2007,1,5222057
16280,Viman Nagar,3240,3,3,2007,0,11910448
16286,Kalyani Nagar,938,3,2,1997,0,2794047
16291,Pimpri-Chinchwad,1826,5,3,1990,0,11819433
16292,Kalyani Nagar,2475,2,1,2005,1,13067423
16293,Viman Nagar,2120,4,1,1994,1,3744064
16296,Viman Nagar,2045,5,1,1991,1,10667696
16297,Pimpri-Chinchwad,3446,2,3,2017,0,9716709
16298,Viman Nagar,2616,4,2,2003,1,13191451
16300,Kalyani Nagar,1599,5,1,1989,0,3077434
16301,Viman Nagar,3254,5,3,2015,0,8263896
16306,Kalyani Nagar,1880,5,3,1993,1,2802058
16308,Kalyani Nagar,2747,5,2,2022,0,9833897
16309,Pimpri-Chinchwad,2898,2,3,2002,1,2816760
16310,Pimpri-Chinchwad,2011,3,1,1992,1,7328362
16312,Pimpri-Chinchwad,1799,1,2,1985,0,2693655
16313,Viman Nagar,2977,3,1,2019,1,10467973
16314,Viman Nagar,1474,4,1,2002,0,13382834
16315,Viman Nagar,847,2,1,1980,0,9627096
16316,Pimpri-Chinchwad,1260,1,1,1994,1,8646630
16317,Viman Nagar,2552,1,1,2007,1,5313227
16318,Kalyani Nagar,2150,3,3,1984,0,10361458
16321,Kalyani Nagar,1035,5,2,1983,1,13919460
16322,Viman Nagar,3194,2,3,1981,1,8452114
16325,Kalyani Nagar,1889,3,2,2023,0,6593834
16327,Pimpri-Chinchwad,3267,4,2,1982,0,7894685
16328,Viman Nagar,2359,5,1,1986,1,7058823
16329,Kalyani Nagar,2677,4,3,1990,0,4434333
16330,Kalyani Nagar,1801,5,1,1989,1,2825424
16335,Viman Nagar,854,4,1,1996,0,9990986
16337,Viman Nagar,2782,1,3,2014,1,4272632
16338,Kalyani Nagar,2909,5,1,1985,0,5903985
16342,Pimpri-Chinchwad,2413,1,2,1981,0,5701959
16343,Viman Nagar,2268,4,1,2014,0,3847374
16344,Viman Nagar,2501,5,1,2020,1,3570051
16346,Pimpri-Chinchwad,1645,5,1,2011,0,6498848
16348,Viman Nagar,3289,4,1,2009,0,8632986
16349,Kalyani Nagar,3081,5,1,1980,1,2083368
16350,Pimpri-Chinchwad,2801,5,2,2018,0,9553433
16351,Pimpri-Chinchwad,1616,5,1,2004,1,14673116
16353,Kalyani Nagar,1020,1,2,2012,1,9289954
16354,Viman Nagar,1655,2,3,1991,1,12543545
16356,Viman Nagar,2729,5,3,1999,0,2322263
16357,Viman Nagar,3105,3,3,1981,1,3696942
16358,Kalyani Nagar,3268,5,1,2022,1,8020798
16359,Pimpri-Chinchwad,1110,1,2,1996,1,2490868
16360,Viman Nagar,2394,3,3,1995,0,2165254
16361,Pimpri-Chinchwad,1878,3,3,1983,1,11276327
16362,Kalyani Nagar,1015,1,3,1986,0,5547205
16363,Kalyani Nagar,2162,2,1,2021,0,11288141
16366,Kalyani Nagar,1031,2,1,2001,1,11762227
16367,Kalyani Nagar,1906,4,1,2020,0,4509046
16368,Pimpri-Chinchwad,2868,4,3,2006,0,6162696
16369,Kalyani Nagar,1366,5,2,2019,1,13489580
16370,Viman Nagar,1715,1,1,2014,0,14572582
16373,Viman Nagar,1334,1,1,2021,1,3972491
16374,Kalyani Nagar,1065,1,3,2021,1,8033334
16376,Kalyani Nagar,3345,3,2,1996,0,9470657
16379,Pimpri-Chinchwad,3292,3,2,2015,0,4587864
16380,Pimpri-Chinchwad,1163,1,2,2013,1,14266109
16381,Kalyani Nagar,2164,2,3,1994,1,9500651
16382,Kalyani Nagar,2911,2,2,1980,1,5553915
16385,Kalyani Nagar,1717,3,2,2023,0,8224562
16387,Pimpri-Chinchwad,1318,5,3,1992,0,13258876
16390,Kalyani Nagar,2003,3,2,2015,0,9912243
16391,Viman Nagar,2744,5,1,1995,0,4974828
16393,Viman Nagar,2613,3,1,1998,0,6856464
16395,Pimpri-Chinchwad,1617,5,1,1993,1,11091839
16397,Pimpri-Chinchwad,3484,5,3,2001,1,3586172
16401,Viman Nagar,2374,3,3,2010,0,9926722
16404,Viman Nagar,1669,5,2,1995,1,9049533
16405,Kalyani Nagar,1523,1,3,2003,1,3373495
16409,Kalyani Nagar,878,1,2,1987,1,2848318
16411,Viman Nagar,1034,5,2,1999,1,9380241
16412,Kalyani Nagar,2490,1,3,2003,1,7887061
16413,Pimpri-Chinchwad,1718,1,2,2004,0,13834536
16414,Pimpri-Chinchwad,3068,5,3,2012,1,8781095
16415,Kalyani Nagar,2295,2,1,2015,0,6788260
16416,Kalyani Nagar,3064,3,2,2015,1,4587569
16418,Pimpri-Chinchwad,2253,1,2,1986,1,10982882
16419,Viman Nagar,2375,5,1,2001,1,12443499
16424,Pimpri-Chinchwad,1419,2,2,2004,0,2916344
16425,Viman Nagar,2062,5,3,2003,0,2033565
16426,Viman Nagar,1500,5,3,1998,0,12011438
16427,Kalyani Nagar,1081,5,2,2014,0,11881356
16431,Pimpri-Chinchwad,2543,5,1,1988,0,10883122
16433,Viman Nagar,1014,3,3,2015,1,11503894
16434,Viman Nagar,2833,4,3,1980,1,4722134
16436,Pimpri-Chinchwad,1449,1,3,2009,0,11323606
16439,Kalyani Nagar,2832,4,2,2012,1,11300176
16440,Kalyani Nagar,2537,3,2,2013,0,2370868
16444,Viman Nagar,2176,2,1,2003,0,5565403
16446,Kalyani Nagar,3293,1,1,2010,0,5051755
16448,Pimpri-Chinchwad,1560,4,2,1988,0,14623195
16449,Kalyani Nagar,3275,1,3,1986,0,10016819
16450,Pimpri-Chinchwad,1353,4,3,1994,1,6685847
16451,Kalyani Nagar,1770,4,3,1991,0,13273053
16453,Kalyani Nagar,3204,3,2,1987,1,13994358
16454,Kalyani Nagar,1162,5,2,2009,1,12569271
16455,Pimpri-Chinchwad,968,5,1,1981,1,7921879
16456,Pimpri-Chinchwad,1278,2,1,1983,1,12614078
16457,Kalyani Nagar,2978,1,3,2011,1,9855088
16458,Kalyani Nagar,1431,5,3,1990,0,14243464
16459,Viman Nagar,1359,3,2,1991,0,5180260
16463,Kalyani Nagar,3352,3,2,1985,1,3022902
16464,Kalyani Nagar,1369,1,3,1984,1,12190110
16465,Kalyani Nagar,943,5,1,2006,0,10593697
16466,Kalyani Nagar,1724,3,3,1984,1,6838458
16468,Pimpri-Chinchwad,1403,3,1,2005,0,10312098
16469,Viman Nagar,1100,3,1,1980,0,8117045
16470,Pimpri-Chinchwad,2279,3,2,2014,1,12265625
16471,Pimpri-Chinchwad,1665,2,1,2022,1,4323937
16473,Viman Nagar,2439,3,3,2020,0,7233769
16474,Kalyani Nagar,1657,4,3,2015,0,7061798
16477,Viman Nagar,1655,1,1,2019,1,3580052
16480,Pimpri-Chinchwad,2203,4,2,2008,0,12552744
16481,Pimpri-Chinchwad,2065,5,2,1998,1,14088187
16482,Kalyani Nagar,2639,2,1,2023,1,14121642
16484,Kalyani Nagar,1614,5,3,2000,1,2236553
16486,Viman Nagar,1709,5,3,2010,0,4136276
16489,Pimpri-Chinchwad,1343,5,3,1997,1,3473766
16490,Viman Nagar,2445,1,3,2008,1,11298833
16491,Pimpri-Chinchwad,2378,4,3,2012,1,5841960
16492,Kalyani Nagar,3432,2,2,2015,0,12392003
16493,Viman Nagar,1803,2,3,1985,0,7181422
16495,Pimpri-Chinchwad,1576,3,1,2014,0,2147282
16499,Viman Nagar,1537,5,1,1981,0,8510032
16503,Pimpri-Chinchwad,3277,4,3,1998,1,2148335
16504,Viman Nagar,904,5,2,2001,0,10127821
16506,Pimpri-Chinchwad,3222,5,1,1991,0,2937096
16509,Viman Nagar,3367,5,3,2016,0,5998898
16510,Kalyani Nagar,2728,5,3,1983,1,13030555
16516,Viman Nagar,1843,2,3,1980,1,2706005
16517,Pimpri-Chinchwad,1171,4,2,1983,1,12945296
16519,Viman Nagar,2472,5,2,2019,1,6178156
16520,Pimpri-Chinchwad,2893,4,3,1991,0,13685605
16522,Viman Nagar,923,2,1,1992,0,11695772
16524,Viman Nagar,2675,3,2,2023,0,2863670
16525,Kalyani Nagar,2863,5,1,2014,1,12179385
16530,Pimpri-Chinchwad,2245,3,1,1993,0,7432332
16535,Kalyani Nagar,3413,1,1,2014,1,8199994
16536,Viman Nagar,2808,2,3,1981,1,2790414
16538,Viman Nagar,851,4,2,2004,1,12884950
16541,Kalyani Nagar,1906,5,1,2003,1,7759835
16542,Pimpri-Chinchwad,2969,2,3,2014,0,4552921
16545,Kalyani Nagar,2478,2,3,2011,0,14292068
16546,Pimpri-Chinchwad,1095,4,3,2013,1,6679908
16547,Kalyani Nagar,2922,3,3,1994,0,10045480
16549,Pimpri-Chinchwad,2635,3,2,2021,0,4541509
16550,Viman Nagar,2193,2,2,2005,1,2193811
16551,Pimpri-Chinchwad,1767,5,2,2017,0,2476204
16553,Viman Nagar,2177,4,2,1988,0,3661076
16554,Viman Nagar,1863,4,3,2010,1,6492551
16556,Viman Nagar,1811,5,2,1999,1,3530367
16558,Pimpri-Chinchwad,2738,4,2,1989,1,10709576
16559,Pimpri-Chinchwad,941,5,2,2002,0,4961640
16562,Viman Nagar,2648,1,2,2000,0,13387719
16563,Pimpri-Chinchwad,2227,3,3,1994,0,2655023
16564,Pimpri-Chinchwad,1598,2,1,1996,0,10505588
16565,Pimpri-Chinchwad,2876,1,2,2003,1,11597255
16566,Pimpri-Chinchwad,1258,2,2,1996,0,14323651
16567,Kalyani Nagar,2643,2,1,1995,0,11296323
16569,Viman Nagar,911,4,2,1985,1,4929990
16570,Viman Nagar,1329,2,3,1991,0,3405516
16574,Pimpri-Chinchwad,1372,2,1,1982,1,11947130
16575,Pimpri-Chinchwad,2592,4,2,2007,1,12302464
16578,Viman Nagar,3148,4,2,1989,1,3531230
16579,Viman Nagar,1736,3,2,2009,1,7282051
16580,Kalyani Nagar,2535,4,1,2009,1,14424792
16581,Kalyani Nagar,957,4,3,2016,1,11865067
16582,Pimpri-Chinchwad,3308,2,1,2015,1,6677654
16583,Kalyani Nagar,1215,3,3,2018,1,10884366
16584,Kalyani Nagar,3315,1,3,1997,0,11188594
16587,Viman Nagar,3229,2,2,2010,0,6592396
16588,Kalyani Nagar,1871,5,1,1986,1,9945949
16589,Viman Nagar,3035,4,2,2018,1,4831690
16590,Kalyani Nagar,3150,1,3,2003,1,12288566
16591,Kalyani Nagar,2985,3,1,1999,1,2263645
16592,Pimpri-Chinchwad,3405,5,2,2013,0,5638053
16596,Pimpri-Chinchwad,1681,4,1,2015,0,2001800
16597,Pimpri-Chinchwad,2064,4,3,2002,0,6155941
16601,Kalyani Nagar,1491,5,3,2000,0,7956901
16604,Kalyani Nagar,2276,2,1,2019,0,7040260
16609,Kalyani Nagar,2373,1,3,2020,1,8834912
16610,Viman Nagar,2259,5,1,2007,0,2639132
16611,Viman Nagar,845,3,3,1985,0,2363932
16613,Kalyani Nagar,3389,2,1,1992,0,12741421
16614,Pimpri-Chinchwad,3235,4,2,1989,0,13646191
16615,Viman Nagar,2268,5,2,2001,0,4400112
16616,Kalyani Nagar,2460,4,3,1990,1,12269044
16617,Kalyani Nagar,3309,2,3,2016,1,10620299
16618,Viman Nagar,3480,3,2,1996,0,8706647
16619,Kalyani Nagar,2799,5,3,2002,0,8811665
16620,Kalyani Nagar,1147,5,1,1990,1,10336686
16621,Viman Nagar,2088,5,1,2008,1,9299382
16624,Pimpri-Chinchwad,946,5,1,2004,0,9066122
16628,Kalyani Nagar,2891,3,2,2018,1,14521294
16633,Pimpri-Chinchwad,2983,1,2,1998,0,13307687
16636,Kalyani Nagar,2544,2,2,2018,1,6551950
16638,Viman Nagar,1023,3,3,2021,0,4608097
16640,Pimpri-Chinchwad,1309,2,3,2019,0,4947334
16641,Pimpri-Chinchwad,1357,1,1,2000,1,8671296
16642,Pimpri-Chinchwad,2345,4,1,2006,0,3264356
16644,Pimpri-Chinchwad,2433,1,2,2017,1,14796588
16646,Kalyani Nagar,2439,3,1,2006,1,8307406
16647,Pimpri-Chinchwad,1246,1,1,1985,0,2633260
16651,Kalyani Nagar,1006,5,2,2019,1,2596725
16652,Kalyani Nagar,3112,2,1,1990,1,6833149
16654,Kalyani Nagar,3042,1,2,1999,1,13455408
